,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
SYAP1,0.010915503,1.6525978,-0.031318076,1.416337,-0.0139322495,0.57085073,0.02245281,0.4864738
EIF3M,0.008214602,2.757265,-0.022003215,2.5937536,0.005931669,0.6066568,-0.00145742,0.4937713
PNMA2,0.02885576,2.0942383,-0.017557155,1.7067981,-0.014654224,0.593189,0.032432154,0.5117212
ANKRD45,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ZNF483,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SNX15,-0.0037872863,1.9815403,-0.0040364875,1.9144976,-0.009088922,0.6364071,-0.016862774,0.49950567
CCDC92,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
RFC4,0.01409911,2.7307763,-0.013216395,2.555855,0.0063718827,0.6038035,-0.00014297455,0.48626113
ERMN,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
VCX,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FAM151B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TMEM221,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MBLAC2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NME7,0.0150858145,1.9976451,-0.015187046,1.8822513,-0.008899095,0.5859597,0.014029919,0.45833513
GIMD1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CYRIA,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NTAN1,0.015104145,2.0647469,-0.009240035,1.9750063,-0.0074920123,0.59502035,0.009004993,0.4537068
NOSIP,0.02865916,2.1191013,-0.02600551,1.7690413,-0.0017991299,0.582047,0.02409753,0.51014435
KTI12,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PHYHIPL,0.014925243,2.5727997,-0.010527857,2.4071732,0.0033739358,0.597751,0.0030767582,0.47861612
STARD7,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TMOD4,0.009590012,2.029922,-0.010201711,1.9653623,-0.009412395,0.5865352,0.008019991,0.4463694
HSH2D,0.046115823,1.2099342,-0.019532563,0.7329821,-0.015236461,0.541397,0.051535685,0.50531447
RTF2,0.013599709,2.9074252,-0.012356857,2.7293062,0.00987063,0.61040926,-0.002683326,0.49140152
DENND10,0.016549915,2.574634,-0.019521758,2.3387718,0.0045791105,0.59727496,0.008584897,0.4988701
SP6,0.03886796,1.7240976,-0.045638103,1.2436913,-0.006754404,0.56279206,0.040437076,0.5365275
MNAT1,0.012690317,2.9768221,-0.01135296,2.8082757,0.010989469,0.6131151,-0.0045921607,0.49102032
CLYBL,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GOLPH3L,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TRUB1,0.011193737,2.8351624,-0.011967126,2.6603088,0.008373047,0.6121128,-0.0023732458,0.49382496
TCP10L3,0.011621005,2.8598373,-0.012495289,2.7034798,0.008487925,0.6087709,-0.0035518918,0.48677605
NDEL1,0.011284872,2.5177503,-0.017810076,2.3510213,0.001784675,0.5959428,0.0032965075,0.4829061
HAGHL,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TCEA3,0.012443618,2.8723211,-0.012222517,2.7086315,0.008915307,0.60968,-0.0034924948,0.48823905
KDF1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TADA3,0.014852282,2.7805624,-0.013254348,2.5856311,0.0078020017,0.6071731,0.00034593954,0.4919213
ABI3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SHD,0.025256775,2.0249286,-0.076430164,1.54442,-0.0034764865,0.56862944,0.04083632,0.5656864
RRAD,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
VGLL4,0.014301188,2.6429627,-0.013862241,2.4619834,0.0048964443,0.6003264,0.0023260368,0.48603365
CAPZB,0.01328101,2.9905984,-0.0112498775,2.8145776,0.011425702,0.6136787,-0.004164108,0.4927566
METTL2B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DDRGK1,0.018051405,2.4434338,-0.098093964,1.962683,0.0010884404,0.58573925,0.032900795,0.5903542
CEP41,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CCDC97,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
METTL21C,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
APOL2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GNAQ,0.027479466,1.8911173,-0.034903474,1.5473826,-0.007685424,0.5698276,0.029161802,0.50870186
MEIS2,0.021510914,2.3351045,-0.01942297,2.0837364,-0.00026927283,0.58854276,0.013839786,0.4928935
STARD10,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ZKSCAN7,0.013883289,2.9043095,-0.011395942,2.7268877,0.0097809415,0.6104491,-0.0021145868,0.49070305
YJU2,0.0137207955,2.921938,-0.013082117,2.736934,0.010184972,0.6110592,-0.0019650424,0.49377748
TYW3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
COX19,0.0133728925,2.9686167,-0.013918556,2.7836466,0.011027596,0.6126584,-0.0030198873,0.4955238
BEX4,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SMIM3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CT83,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PRR15,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GHRL,0.03161973,0.108124375,-0.04649461,-0.30514747,-0.054288972,0.51841533,0.06532692,0.48416495
NUDT15,0.013385648,2.004298,-0.012984423,1.8784692,-0.009080656,0.58258414,0.012652893,0.45967698
CTAG1A,0.02252419,1.3723128,-0.015069857,1.2507617,-0.018665832,0.5714433,0.022825891,0.4475897
HSDL2,0.014504584,2.7604795,-0.022279697,2.5400774,0.007286446,0.6049842,0.0035255135,0.50210327
PPP1R27,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EXD1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MB21D2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NR2C2AP,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
LACC1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CCDC89,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
AGFG2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ACOT12,0.013921728,2.731538,-0.023966394,2.5023725,0.0067104315,0.6051277,0.004646394,0.5048424
NAPEPLD,0.013983641,2.884099,-0.020951089,2.6621122,0.009616571,0.6097471,0.002087641,0.5053961
TCP11L1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SAMD4B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C16orf71,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MARVELD2,0.017015273,2.172155,-0.007477486,1.9993455,-0.0051904954,0.58120203,0.01483549,0.4661646
TRMT112,0.011653018,2.8371994,-0.01670584,2.6686254,0.008085784,0.60801274,-0.0023141068,0.4910433
PADI1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
HYPK,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ZNF593,0.011423434,2.823061,-0.013669448,2.6430259,0.008205181,0.6106268,-0.0019490321,0.49466273
C19orf53,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
RCSD1,0.015408097,2.7729366,-0.016026083,2.56373,0.0077694394,0.6053429,0.0024215141,0.49622762
TIMM13,0.024629032,2.0936804,-0.024034098,1.7611382,-0.0050942115,0.5837788,0.025518415,0.50434065
INIP,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NUDT11,0.015152268,1.6614655,-0.033638883,1.4490972,-0.015413596,0.5574913,0.023822205,0.4755873
PSENEN,0.072523445,2.5073617,-0.08588647,0.9357811,-0.11673665,0.72324276,0.20796894,0.7965349
KIAA1143,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SDHAF4,0.013281012,2.9905982,-0.0112498775,2.8145776,0.011425702,0.6136787,-0.004164108,0.4927566
VMAC,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GALK2,0.016287271,2.2999043,-0.0041425205,2.1469455,-0.002611902,0.58775246,0.00825481,0.46411535
SLFNL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
RNF25,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CARNMT1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NPEPL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EHD2,0.016662356,2.2383919,-0.032358017,1.9700055,-0.002664594,0.58254325,0.019190094,0.50328684
HSD17B4,0.014642604,2.7521677,-0.021182425,2.5405657,0.0065407297,0.6047188,0.0029365227,0.49844447
TKFC,0.014425233,2.1063209,-0.018391494,1.888916,-0.004900451,0.58918434,0.013345395,0.48749304
HACL1,0.0078111906,2.73517,-0.01744761,2.617674,0.00453595,0.60257006,-0.004554198,0.47726578
AIPL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DDI1,0.006917797,2.2391307,-0.016583767,2.1946743,-0.004121663,0.60633266,-0.0025260958,0.4664145
KLHL2,0.013469949,2.936386,-0.011096384,2.7609446,0.010394605,0.61161745,-0.0031328013,0.49106222
DMTN,0.0068270583,2.7975514,-0.010294549,2.7170343,0.005429131,0.6053582,-0.0089389635,0.46749026
PIPOX,0.010416277,2.6406465,-0.021745488,2.475821,0.0036703527,0.5991886,0.0014835729,0.4873813
ALG2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PUS7,0.012839082,2.823336,-0.0145751685,2.6365256,0.008451153,0.60802245,-0.00030823215,0.49365678
HNRNPLL,0.011078297,2.5464747,-0.0075517143,2.42579,0.0017977105,0.59628326,-0.00032522832,0.46754536
NARS2,0.012007718,2.7962067,-0.01631921,2.6271145,0.007511819,0.6075959,-0.0013061145,0.49070096
BZW2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
KLHL41,0.0122433975,2.754143,-0.0139965955,2.5901535,0.005426346,0.60903484,-0.0032836397,0.48692805
XPNPEP3,0.01563717,2.7213824,-0.009192161,2.540201,0.0065813274,0.60312396,0.0012337856,0.4846827
SH3BP5,0.014298718,2.6720793,-0.0140076615,2.494011,0.005166296,0.6010139,0.0023325724,0.48553956
ATP6V1C1,0.016389789,2.7400982,-0.016394015,2.4961078,0.007973153,0.60344493,0.007451943,0.50318664
RTKN,0.016281217,2.5822358,-0.027680237,2.3007536,-0.0025482252,0.6159556,0.015014078,0.51441264
PSMC3,0.012344973,2.8764904,-0.01483134,2.7018116,0.008779181,0.6090781,-0.001715685,0.4917208
ATIC,0.012273032,2.7584913,-0.013498878,2.5986056,0.0059413966,0.60759914,-0.0021970638,0.48598865
MIEF1,0.013642546,2.6173046,-0.02525926,2.4007816,0.004404717,0.5983158,0.0061465753,0.49923146
GFPT2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DPH2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SPDL1,0.017132783,2.518563,-0.016584938,2.3009598,0.0030041612,0.5964049,0.0075627407,0.49080992
PSMD6,0.013213497,2.8630722,-0.015707592,2.6762552,0.008820636,0.608868,-0.0008756814,0.4943785
DBT,0.012371761,2.7501962,-0.02081529,2.5521681,0.006712753,0.6065322,0.0011056496,0.49857578
CEP76,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NCKIPSD,0.01712203,2.4380083,-0.02036421,2.1916788,-0.0006130105,0.61236554,0.009783376,0.50811255
SOX10,0.12842172,2.9088178,-0.099096544,-0.0135935545,-0.26556236,0.95650125,0.27916968,0.996971
DSCC1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ZC3H12A,0.06615813,2.0671358,-0.07575442,1.04953,-0.07813387,0.6583861,0.10873898,0.6415397
HENMT1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TRIM55,-0.0018652442,1.4818856,0.011965014,2.2821927,-0.026146151,0.8033371,-0.093292736,0.37085652
M1AP,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CWF19L1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TBC1D20,0.014511963,2.8225944,-0.009345179,2.6484318,0.008281458,0.60718036,-0.00095842103,0.48632026
CPNE6,0.01328101,2.9905982,-0.0112498775,2.8145776,0.011425701,0.6136787,-0.004164108,0.4927566
RBM41,0.01341282,2.9681776,-0.013354544,2.7832875,0.01105975,0.61268866,-0.0029866912,0.495206
TTLL12,-0.032791942,1.6169814,0.021408187,2.1294467,-0.031425726,0.68857706,-0.0522485,0.36584613
ACSS3,0.014416965,2.856938,-0.022531994,2.6350152,0.00921541,0.6080851,0.0020294178,0.50497395
MKNK1,0.013842171,2.8038192,-0.017342877,2.60823,0.007932397,0.6064383,0.0009438547,0.4953881
ASNS,0.013281014,2.9905982,-0.011249879,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FSD1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TRMT6,0.014355734,2.8219936,-0.014163567,2.6267793,0.008614032,0.6074948,0.00045640185,0.4941914
DLST,0.013685882,2.850198,-0.021029655,2.6385493,0.008879222,0.60837126,0.0012562287,0.5021556
ABCF3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SHKBP1,0.022050228,1.4763316,-0.019431846,1.2241108,-0.017200533,0.6018624,0.013932158,0.5017996
PDLIM5,0.02364673,1.6618229,-0.038503002,1.3560514,-0.013292451,0.5589591,0.029774295,0.49618873
C2CD2L,0.01945814,0.501338,-0.047969118,0.39654443,-0.041099828,0.5032165,0.030743213,0.42321151
CTPS1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TRMT61B,0.01418346,2.8534474,-0.016537797,2.6449406,0.009103183,0.60921687,0.0015125743,0.4994223
C5,-0.010075888,-0.10435197,0.02099764,0.3514006,-0.063875645,0.65636307,-0.0124397585,0.34475735
RAB7A,0.011659968,2.6692138,-0.011682007,2.5230591,0.0049084947,0.6119143,-0.003579574,0.48759907
PPM1F,0.014616799,2.7895932,-0.013875905,2.5906036,0.007984407,0.60531163,0.001820436,0.49336535
PRRT2,0.013169728,2.937794,-0.010965576,2.766358,0.010325706,0.61151683,-0.0035629442,0.4901609
ITGB1,0.034319293,-0.48519984,-0.009056313,-0.52810925,-0.061320674,0.5592359,0.05770214,0.37700704
PAGR1,0.012543693,2.380818,-0.0056125117,2.281504,-0.0017110016,0.594906,0.0036673918,0.45872003
VSIG10L,0.11509227,-2.6770346,-0.020193748,-3.7229834,-0.0841287,0.37702382,0.16767718,0.50296396
GRM4,0.014348771,2.8672059,-0.013880327,2.6830747,0.009102428,0.6091088,-0.0020697864,0.49226153
PROCR,0.017137062,0.6577823,-0.029005125,0.31465566,-0.03230172,0.5507984,0.053631663,0.4916818
IFNE,0.016540028,1.1140782,-0.023743656,0.79109615,-0.020616435,0.5861671,0.026645232,0.523121
GSK3B,0.013903763,2.5507305,-0.01792046,2.3675928,0.0019010082,0.5969766,0.004604267,0.4851683
CSTF1,0.013281016,2.9905984,-0.011249881,2.8145776,0.011425706,0.6136787,-0.004164108,0.4927566
EEF1G,0.013750162,2.8302438,-0.01375274,2.6410415,0.00861427,0.60818785,-0.00049491343,0.49317127
PTER,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
APOE,0.07709155,-0.13792661,-0.076415665,-1.4504817,-0.09757189,0.5566696,0.21068281,0.6666977
PAGE4,0.019574419,2.3577187,-0.023597788,2.1282928,-1.9384082e-05,0.59741706,0.008192022,0.49696225
HMGCL,0.012932172,2.8517659,-0.020006448,2.6540709,0.008617893,0.60823774,8.1779435e-05,0.49863827
PRRX1,0.015790783,2.7778747,-0.01302997,2.5790734,0.007886464,0.6057106,0.0015126504,0.49224192
AAMDC,0.025439842,0.1656341,0.031022068,0.027841896,-0.048068214,0.49755836,0.051117364,0.37455598
S100A8,0.021053646,1.4615163,-0.019072928,1.2352397,-0.017289437,0.5770101,0.023533573,0.47908202
PPARG,0.017278237,1.4729607,-0.028375529,1.2609873,-0.027350836,0.57951105,0.031306375,0.47630012
NELFA,0.013419878,2.9085662,-0.014920929,2.7184377,0.0099078715,0.61076534,-0.0015770898,0.49573332
GSTT2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FSCN1,0.013220385,2.209923,-0.018272795,2.0255854,-0.004534553,0.58742803,0.011871243,0.48024964
EHD1,0.0265364,1.7957217,-0.05766158,1.1570668,-0.040281273,0.597782,0.06796338,0.5791337
VAT1L,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CACNB3,0.015466064,2.6421108,-0.017728716,2.4291735,0.00532193,0.5995846,0.005363616,0.4947316
RILP,0.01307833,2.5651064,-0.011509325,2.4202983,0.0023182773,0.5989063,0.002011952,0.4751131
KLC3,0.03258761,2.6987898,-0.043268498,2.104559,-0.033496927,0.6430814,0.053630143,0.5788851
C15orf40,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
RPP25L,0.010618713,2.8435884,-0.020857655,2.6229434,0.008351894,0.6118305,0.0036854579,0.50709844
C12orf65,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GSPT2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EPN1,0.010030078,2.0780241,-0.018085334,1.8804529,-0.006844702,0.6037519,0.0064831404,0.49613628
KLHL40,0.013435382,2.9463046,-0.011124466,2.7707572,0.010583256,0.6119946,-0.0033214905,0.49137223
FOXP4,0.017083172,2.7259705,-0.0122138485,2.5175743,0.007089244,0.6036384,0.0032119134,0.49178523
SETD3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DAPK3,0.015125629,2.2808511,-0.024081286,2.0634856,-0.0017587105,0.5855079,0.012256961,0.4897582
OCLN,0.017753087,0.9325788,-0.0067167967,0.7794001,-0.049024932,0.57523537,0.048578326,0.4261939
MPP2,0.01644014,2.7413065,-0.030230708,2.464087,0.0068381727,0.6056161,0.009864223,0.5177416
MEF2D,0.026602488,2.7826471,-0.025435966,2.3827627,-0.01998841,0.6356511,0.027318887,0.5293466
PWWP2B,0.015756391,2.827998,-0.008530179,2.6333995,0.008939493,0.60719097,0.00072614057,0.49015003
GAB1,-0.0014327902,0.47084695,-0.024915844,0.2721974,-0.040328454,0.5798317,0.025937594,0.47759673
GMPPA,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NME8,0.014276471,2.6399412,-0.018222433,2.44347,0.004602454,0.60054106,0.0039814278,0.49148393
TTC25,0.016730923,2.7778077,-0.037722826,2.4927917,0.008083763,0.6033885,0.008949661,0.5242252
CPNE7,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
USP3,0.014499325,2.667136,-0.015827246,2.4587054,0.005972254,0.60520947,0.0031470656,0.4962342
UTP6,0.013165338,2.907464,-0.013974905,2.7268414,0.009828087,0.6105449,-0.0024138803,0.49327487
MEIG1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
LSMEM1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C8A|C8B|C8G,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C20orf202,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SCP2,0.01684656,2.804354,-0.024534333,2.5339725,0.0017801565,0.613363,0.009788876,0.5135978
CHTF8,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CEACAM16,0.02340818,1.9624095,-0.06033052,1.5484319,-0.005248093,0.56679106,0.036831725,0.54110324
CRACR2A,-0.027887594,0.08798239,0.026829535,0.67750025,-0.07007244,0.48910463,-0.010749069,0.22363968
KDM8,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SYTL2,0.015765702,2.4402354,-0.030384805,2.1637511,0.0018721409,0.5943967,0.013920528,0.51134276
CTSG,0.020847972,1.5422643,-0.014563747,1.3624446,-0.017554086,0.556056,0.022893807,0.4528311
TRAPPC13,0.013281014,2.9905984,-0.011249881,2.8145776,0.01142571,0.6136787,-0.0041640988,0.4927566
BMT2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FGD2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CRPPA,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TRIM72,0.03427569,1.6538657,-0.025340524,1.2701726,-0.009710844,0.5601552,0.03647638,0.5034808
NARF,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GTF2E1,0.012629794,2.9680834,-0.011312958,2.801077,0.010776235,0.6127238,-0.0045506675,0.49038127
BROX,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CXCL16,0.011908725,1.1090088,-0.023038084,1.0673602,-0.027727798,0.5625198,0.021827796,0.43407103
KIF3C,0.0063948054,2.5004263,-0.032740228,2.3615575,-0.0010756138,0.59412336,0.0042967945,0.48539433
MBNL1,0.010998282,2.8544204,-0.013618603,2.7043276,0.008141753,0.60878396,-0.0040843934,0.4859176
RDH13,0.011925752,2.6059666,-0.026410494,2.3669538,0.004247362,0.60383326,0.006760669,0.50842756
