Disease_category_ad,Disease_ad,Protein,Protein_definition_ad,NB_individual_ad,NB_case_ad,HR[95%CI]_ad,P_value_ad,Disease_category_pd,Disease_pd,Protein_definition_pd,NB_individual_pd,NB_case_pd,HR[95%CI]_pd,P_value_pd
Chapter VI Diseases of the nervous system,Alzheimer disease,KYNU,Kynureninase,52083,662,0.86 [0.73-1.00],0.05324868,Chapter VI Diseases of the nervous system,Parkinson's disease,Kynureninase,52037,862,0.79 [0.69-0.91],0.000879132
Chapter VI Diseases of the nervous system,Alzheimer disease,L1CAM,Neural cell adhesion molecule L1,51678,662,1.05 [0.83-1.33],0.695313576,Chapter VI Diseases of the nervous system,Parkinson's disease,Neural cell adhesion molecule L1,51632,850,0.68 [0.55-0.84],0.000281036
Chapter VI Diseases of the nervous system,Alzheimer disease,L3HYPDH,Trans-3-hydroxy-L-proline dehydratase,44786,575,0.96 [0.88-1.05],0.337482161,Chapter VI Diseases of the nervous system,Parkinson's disease,Trans-3-hydroxy-L-proline dehydratase,44742,423,0.91 [0.82-1.01],0.082603652
Chapter VI Diseases of the nervous system,Alzheimer disease,LACRT,Extracellular glycoprotein lacritin,44494,570,0.90 [0.76-1.07],0.217150854,Chapter VI Diseases of the nervous system,Parkinson's disease,Extracellular glycoprotein lacritin,44450,421,1.00 [0.83-1.21],0.996399619
Chapter VI Diseases of the nervous system,Alzheimer disease,LACTB2,Endoribonuclease LACTB2,51520,659,0.97 [0.87-1.08],0.537095646,Chapter VI Diseases of the nervous system,Parkinson's disease,Endoribonuclease LACTB2,51476,849,0.97 [0.88-1.07],0.523548233
Chapter VI Diseases of the nervous system,Alzheimer disease,LAG3,Lymphocyte activation gene 3 protein,51282,658,0.88 [0.74-1.05],0.150569326,Chapter VI Diseases of the nervous system,Parkinson's disease,Lymphocyte activation gene 3 protein,51237,847,1.00 [0.86-1.16],0.984319021
Chapter VI Diseases of the nervous system,Alzheimer disease,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,51488,659,1.00 [0.83-1.19],0.961885066,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte-associated immunoglobulin-like receptor 1,51442,852,0.98 [0.84-1.15],0.808047072
Chapter VI Diseases of the nervous system,Alzheimer disease,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,51120,649,0.97 [0.91-1.04],0.433650257,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte-associated immunoglobulin-like receptor 2,51073,838,1.03 [0.97-1.09],0.381804648
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMA1,Laminin subunit alpha-1,43319,555,0.93 [0.79-1.10],0.393193067,Chapter VI Diseases of the nervous system,Parkinson's disease,Laminin subunit alpha-1,43276,405,0.89 [0.72-1.08],0.240909777
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMA4,Laminin subunit alpha-4,51742,665,0.93 [0.76-1.15],0.510073414,Chapter VI Diseases of the nervous system,Parkinson's disease,Laminin subunit alpha-4,51696,854,0.84 [0.70-1.01],0.066383568
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMB1,Laminin subunit beta-1,43598,560,1.15 [0.88-1.52],0.31126398,Chapter VI Diseases of the nervous system,Parkinson's disease,Laminin subunit beta-1,43557,401,0.81 [0.59-1.11],0.184852146
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMP1,Lysosome-associated membrane glycoprotein 1,43548,565,0.91 [0.67-1.23],0.544126551,Chapter VI Diseases of the nervous system,Parkinson's disease,Lysosome-associated membrane glycoprotein 1,43505,409,0.91 [0.63-1.31],0.61548722
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMP2,Lysosome-associated membrane glycoprotein 2,49953,632,0.87 [0.61-1.25],0.466001625,Chapter VI Diseases of the nervous system,Parkinson's disease,Lysosome-associated membrane glycoprotein 2,49908,832,1.10 [0.80-1.50],0.560186781
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMP3,Lysosome-associated membrane glycoprotein 3,51998,661,0.94 [0.83-1.08],0.387093762,Chapter VI Diseases of the nervous system,Parkinson's disease,Lysosome-associated membrane glycoprotein 3,51952,862,0.88 [0.78-0.98],0.025935509
Chapter VI Diseases of the nervous system,Alzheimer disease,LAMTOR5,Ragulator complex protein LAMTOR5,44579,573,0.94 [0.77-1.15],0.573731609,Chapter VI Diseases of the nervous system,Parkinson's disease,Ragulator complex protein LAMTOR5,44535,422,0.94 [0.74-1.19],0.591646399
Chapter VI Diseases of the nervous system,Alzheimer disease,LAP3,Cytosol aminopeptidase,50550,645,1.03 [0.89-1.19],0.666108071,Chapter VI Diseases of the nervous system,Parkinson's disease,Cytosol aminopeptidase,50504,835,0.92 [0.81-1.05],0.210788694
Chapter VI Diseases of the nervous system,Alzheimer disease,LARP1,La-related protein 1,44579,573,0.89 [0.77-1.02],0.087659127,Chapter VI Diseases of the nervous system,Parkinson's disease,La-related protein 1,44535,422,0.95 [0.82-1.11],0.531945077
Chapter VI Diseases of the nervous system,Alzheimer disease,LAT,Linker for activation of T-cells family member 1,52083,662,1.00 [0.92-1.10],0.917444662,Chapter VI Diseases of the nervous system,Parkinson's disease,Linker for activation of T-cells family member 1,52037,862,0.99 [0.92-1.08],0.890515171
Chapter VI Diseases of the nervous system,Alzheimer disease,LAT2,Linker for activation of T-cells family member 2,51282,658,0.99 [0.93-1.04],0.603925406,Chapter VI Diseases of the nervous system,Parkinson's disease,Linker for activation of T-cells family member 2,51237,847,0.98 [0.93-1.03],0.364352666
Chapter VI Diseases of the nervous system,Alzheimer disease,LATS1,Serine/threonine-protein kinase LATS1,43494,565,0.91 [0.83-1.01],0.071464294,Chapter VI Diseases of the nervous system,Parkinson's disease,Serine/threonine-protein kinase LATS1,43449,414,0.93 [0.83-1.04],0.180156422
Chapter VI Diseases of the nervous system,Alzheimer disease,LAYN,Layilin,51035,648,1.25 [1.03-1.51],0.021136907,Chapter VI Diseases of the nervous system,Parkinson's disease,Layilin,50988,838,0.83 [0.69-0.99],0.033775251
Chapter VI Diseases of the nervous system,Alzheimer disease,LBP,Lipopolysaccharide-binding protein,51726,664,1.04 [0.92-1.17],0.550341653,Chapter VI Diseases of the nervous system,Parkinson's disease,Lipopolysaccharide-binding protein,51681,860,0.97 [0.88-1.08],0.581073397
Chapter VI Diseases of the nervous system,Alzheimer disease,LBR,Delta(14)-sterol reductase LBR,51972,664,1.02 [0.93-1.13],0.682687345,Chapter VI Diseases of the nervous system,Parkinson's disease,Delta(14)-sterol reductase LBR,51926,855,0.99 [0.91-1.09],0.896437433
Chapter VI Diseases of the nervous system,Alzheimer disease,LCAT,Phosphatidylcholine-sterol acyltransferase,44826,575,0.56 [0.42-0.75],9.98e-05,Chapter VI Diseases of the nervous system,Parkinson's disease,Phosphatidylcholine-sterol acyltransferase,44783,424,0.47 [0.35-0.64],1.07e-06
Chapter VI Diseases of the nervous system,Alzheimer disease,LCN15,Lipocalin-15,44708,575,1.07 [0.94-1.21],0.302525888,Chapter VI Diseases of the nervous system,Parkinson's disease,Lipocalin-15,44664,422,0.94 [0.80-1.10],0.428629586
Chapter VI Diseases of the nervous system,Alzheimer disease,LCN2,Neutrophil gelatinase-associated lipocalin,49972,640,1.06 [0.89-1.26],0.519682498,Chapter VI Diseases of the nervous system,Parkinson's disease,Neutrophil gelatinase-associated lipocalin,49929,834,0.93 [0.80-1.09],0.388919878
Chapter VI Diseases of the nervous system,Alzheimer disease,LCP1,Plastin-2,44792,582,1.01 [0.86-1.19],0.918439847,Chapter VI Diseases of the nervous system,Parkinson's disease,Plastin-2,44748,420,0.75 [0.61-0.92],0.006681073
Chapter VI Diseases of the nervous system,Alzheimer disease,LDLR,Low-density lipoprotein receptor,51652,660,0.72 [0.63-0.83],3.29e-06,Chapter VI Diseases of the nervous system,Parkinson's disease,Low-density lipoprotein receptor,51608,848,0.74 [0.66-0.84],1.09e-06
Chapter VI Diseases of the nervous system,Alzheimer disease,LDLRAP1,Low density lipoprotein receptor adapter protein 1,44708,575,0.95 [0.88-1.03],0.232637883,Chapter VI Diseases of the nervous system,Parkinson's disease,Low density lipoprotein receptor adapter protein 1,44664,422,0.94 [0.86-1.04],0.220276821
Chapter VI Diseases of the nervous system,Alzheimer disease,LECT2,Leukocyte cell-derived chemotaxin-2,44786,575,1.15 [1.02-1.29],0.025200762,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte cell-derived chemotaxin-2,44742,423,0.79 [0.69-0.91],0.001214493
Chapter VI Diseases of the nervous system,Alzheimer disease,LEFTY2,Left-right determination factor 2,51881,664,0.94 [0.82-1.08],0.367723318,Chapter VI Diseases of the nervous system,Parkinson's disease,Left-right determination factor 2,51835,854,0.85 [0.75-0.95],0.006488428
Chapter VI Diseases of the nervous system,Alzheimer disease,LEG1,Protein LEG1 homolog,42320,552,0.97 [0.86-1.09],0.589278146,Chapter VI Diseases of the nervous system,Parkinson's disease,Protein LEG1 homolog,42277,393,0.83 [0.72-0.96],0.012513872
Chapter VI Diseases of the nervous system,Alzheimer disease,LELP1,Late cornified envelope-like proline-rich protein 1,43345,561,0.91 [0.81-1.03],0.120334499,Chapter VI Diseases of the nervous system,Parkinson's disease,Late cornified envelope-like proline-rich protein 1,43303,408,0.93 [0.81-1.07],0.300136777
Chapter VI Diseases of the nervous system,Alzheimer disease,LEO1,RNA polymerase-associated protein LEO1,44708,575,0.97 [0.76-1.24],0.815567563,Chapter VI Diseases of the nervous system,Parkinson's disease,RNA polymerase-associated protein LEO1,44664,422,0.85 [0.62-1.18],0.335812246
Chapter VI Diseases of the nervous system,Alzheimer disease,LEP,Leptin,51520,659,0.93 [0.84-1.03],0.156409371,Chapter VI Diseases of the nervous system,Parkinson's disease,Leptin,51476,849,0.95 [0.87-1.04],0.276282352
Chapter VI Diseases of the nervous system,Alzheimer disease,LEPR,Leptin receptor,51520,659,1.13 [0.90-1.40],0.286963365,Chapter VI Diseases of the nervous system,Parkinson's disease,Leptin receptor,51476,849,0.93 [0.76-1.13],0.470539205
Chapter VI Diseases of the nervous system,Alzheimer disease,LETM1,Mitochondrial proton/calcium exchanger protein,44708,575,0.96 [0.83-1.12],0.630007653,Chapter VI Diseases of the nervous system,Parkinson's disease,Mitochondrial proton/calcium exchanger protein,44664,422,0.92 [0.76-1.10],0.338754482
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS1,Galectin-1,51520,659,0.93 [0.76-1.14],0.512728847,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-1,51476,849,0.76 [0.63-0.91],0.002602942
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS3,Galectin-3,51654,659,1.30 [1.04-1.63],0.023611553,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-3,51610,858,0.74 [0.61-0.91],0.003572066
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS3BP,Galectin-3-binding protein,44858,579,1.11 [0.86-1.43],0.419883483,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-3-binding protein,44814,423,0.88 [0.64-1.20],0.410656652
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS4,Galectin-4,51488,659,1.20 [1.06-1.35],0.003367911,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-4,51442,852,1.08 [0.97-1.20],0.162200739
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS7_LGALS7B,Galectin-7,51373,661,1.12 [0.95-1.31],0.167075949,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-7,51329,853,0.83 [0.72-0.97],0.015853807
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS8,Galectin-8,51972,664,0.98 [0.88-1.10],0.771731227,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-8,51926,855,0.97 [0.87-1.07],0.53174885
Chapter VI Diseases of the nervous system,Alzheimer disease,LGALS9,Galectin-9,51490,660,0.97 [0.78-1.21],0.776913557,Chapter VI Diseases of the nervous system,Parkinson's disease,Galectin-9,51444,852,0.82 [0.67-1.00],0.045501785
Chapter VI Diseases of the nervous system,Alzheimer disease,LGMN,Legumain,51742,665,0.82 [0.67-0.99],0.04294147,Chapter VI Diseases of the nervous system,Parkinson's disease,Legumain,51696,854,0.86 [0.73-1.02],0.084215569
Chapter VI Diseases of the nervous system,Alzheimer disease,LHB,Lutropin subunit beta,50307,647,1.03 [0.95-1.11],0.514697759,Chapter VI Diseases of the nervous system,Parkinson's disease,Lutropin subunit beta,50261,834,1.01 [0.94-1.08],0.802247467
Chapter VI Diseases of the nervous system,Alzheimer disease,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,51572,664,1.01 [0.90-1.13],0.838811361,Chapter VI Diseases of the nervous system,Parkinson's disease,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,51526,854,1.04 [0.94-1.15],0.433789827
Chapter VI Diseases of the nervous system,Alzheimer disease,LIF,Leukemia inhibitory factor,50313,641,0.96 [0.84-1.11],0.621363135,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukemia inhibitory factor,50268,833,0.98 [0.87-1.11],0.727555959
Chapter VI Diseases of the nervous system,Alzheimer disease,LIFR,Leukemia inhibitory factor receptor,51445,655,1.22 [0.91-1.62],0.185148715,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukemia inhibitory factor receptor,51399,849,1.19 [0.92-1.53],0.18050507
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,51533,659,1.03 [0.85-1.25],0.741302054,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily A member 2,51486,848,0.99 [0.84-1.17],0.93393692
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,44792,582,1.00 [0.94-1.05],0.890276523,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily A member 3,44748,420,1.01 [0.95-1.08],0.702940357
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRA4,Leukocyte immunoglobulin-like receptor subfamily A member 4,43319,555,0.99 [0.84-1.16],0.903685404,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily A member 4,43276,405,1.01 [0.84-1.22],0.917296432
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,51444,657,1.17 [0.95-1.45],0.148736365,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily A member 5,51400,847,0.80 [0.66-0.96],0.019589607
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,44786,575,0.98 [0.88-1.09],0.740604782,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily A member 6,44742,423,0.98 [0.86-1.11],0.731815857
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRB1,Leukocyte immunoglobulin-like receptor subfamily B member 1,52156,670,1.07 [0.84-1.38],0.577676328,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily B member 1,52112,860,0.86 [0.69-1.07],0.187812569
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,51904,667,0.95 [0.78-1.16],0.623363955,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily B member 2,51860,859,0.93 [0.78-1.10],0.399658869
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,50550,645,1.07 [0.91-1.25],0.399907352,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily B member 4,50504,835,0.94 [0.82-1.08],0.383278045
Chapter VI Diseases of the nervous system,Alzheimer disease,LILRB5,Leukocyte immunoglobulin-like receptor subfamily B member 5,52156,670,0.97 [0.89-1.07],0.57968321,Chapter VI Diseases of the nervous system,Parkinson's disease,Leukocyte immunoglobulin-like receptor subfamily B member 5,52112,860,0.89 [0.82-0.96],0.004070783
Chapter VI Diseases of the nervous system,Alzheimer disease,LIPF,Gastric triacylglycerol lipase,43598,560,0.94 [0.82-1.07],0.334085486,Chapter VI Diseases of the nervous system,Parkinson's disease,Gastric triacylglycerol lipase,43557,401,0.83 [0.71-0.97],0.022682026
Chapter VI Diseases of the nervous system,Alzheimer disease,LMNB1,Lamin-B1,44514,575,1.06 [0.94-1.20],0.357265356,Chapter VI Diseases of the nervous system,Parkinson's disease,Lamin-B1,44470,423,0.99 [0.85-1.15],0.930266884
Chapter VI Diseases of the nervous system,Alzheimer disease,LMNB2,Lamin-B2,44681,576,1.27 [0.96-1.67],0.096273195,Chapter VI Diseases of the nervous system,Parkinson's disease,Lamin-B2,44637,419,0.69 [0.49-0.98],0.036876696
Chapter VI Diseases of the nervous system,Alzheimer disease,LMOD1,Leiomodin-1,44708,575,1.34 [1.09-1.64],0.005215619,Chapter VI Diseases of the nervous system,Parkinson's disease,Leiomodin-1,44664,422,0.97 [0.74-1.28],0.829035622
Chapter VI Diseases of the nervous system,Alzheimer disease,LMOD2,Leiomodin-2,43345,561,0.96 [0.83-1.10],0.522250058,Chapter VI Diseases of the nervous system,Parkinson's disease,Leiomodin-2,43303,408,1.14 [0.99-1.31],0.074532826
Chapter VI Diseases of the nervous system,Alzheimer disease,LONP1,"Lon protease homolog, mitochondrial",43598,560,0.93 [0.84-1.02],0.139895792,Chapter VI Diseases of the nervous system,Parkinson's disease,"Lon protease homolog, mitochondrial",43557,401,0.97 [0.86-1.08],0.538277674
Chapter VI Diseases of the nervous system,Alzheimer disease,LPA,Apolipoprotein(a),43793,569,0.97 [0.93-1.02],0.263919733,Chapter VI Diseases of the nervous system,Parkinson's disease,Apolipoprotein(a),43751,413,0.94 [0.89-0.99],0.022542967
