protein1,protein2
P46108,Q96JJ3
P46108,P42684
P46108,P45983
P46108,P17081
P46108,P62993
P46108,P46109
P46108,P27986
P46108,Q13480
P46108,P16234
P46108,Q14289
P46108,P29353
P46108,P16333
Q15648,Q9H204
Q15648,Q9H944
Q15648,P37231
Q15648,Q9NPJ6
Q15648,P19388
Q15648,Q9BTT4
Q15648,Q9P086
Q15648,Q96PU8
Q15648,P19793
Q15648,P62913
Q15648,P61218
Q15648,P23396
Q15648,P52815
Q15648,P46777
Q15648,Q7Z2W9
Q15648,Q9BYC8
Q15648,P60866
Q15648,O75394
Q15648,P62081
Q15648,P62888
P23921,Q7LG56
P23921,P31350
P23921,P04818
P23921,P35754
P23921,P23919
P23921,Q14566
P23921,Q16774
P23921,P12004
P23921,P14618
P23921,Q8WVQ1
P23921,O75355
P23921,Q9Y5L3
P23921,P49961
P23921,O75356
P23921,Q9H773
P23921,O75354
P23921,P30613
P23921,P33316
P23921,P00492
P23921,Q5T2D3
P22748,P07451
P22748,Q8TA86
P53602,Q03426
P53602,Q13907
P53602,Q9BXS1
P53602,P14324
P53602,Q15126
P53602,O95749
P53602,Q01581
P53602,P04035
P53602,Q9BWD1
P53602,P54868
P53602,Q9UJM8
P53602,P24752
P53602,Q15738
P53602,P17096
Q92508,Q9BVW5
Q92508,Q9UNS1
Q92508,O96017
P54284,O00305
P54284,Q8IZS8
P54284,Q16774
P54284,P54652
P54284,P62942
Q8NBR0,Q7Z7H8
Q8NBR0,Q9BYC8
Q8NBR0,Q9BQ48
Q8NBR0,O75394
Q8NBR0,Q6P1L8
O00744,O75197
O00744,O75581
O00744,Q9Y5W5
O00744,Q9UP38
O00744,O75084
O00744,Q6P988
O00744,P51654
O00744,O95813
O00744,Q9H461
O00744,Q13467
O00744,Q9ULV1
O00744,Q5T4F7
O00744,P49715
O00744,O94907
O00744,Q9ULW2
O00744,Q8N474
O00744,Q14332
O00744,O00144
O00744,Q6FHJ7
O00744,Q96HF1
O14686,P61964
O14686,Q9UBL3
O14686,Q8NEZ4
O14686,Q15291
O14686,Q6ZW49
O14686,Q9BTK6
O14686,Q9C005
O14686,O00255
O14686,P35222
O14686,Q92793
O14686,P68431
O14686,O14497
O14686,P04637
P21695,Q8N335
P21695,Q3LXA3
P21695,Q14693
P21695,Q5VZY2
P21695,O95544
P21695,P29317
P21695,Q96EK6
Q6ISS4,P35247
Q96A00,P36873
Q96A00,P61586
Q96A00,Q16512
O43291,Q04756
O43291,P14210
O43291,P26927
O43291,Q16651
O43291,P01213
O43291,Q13519
Q96BF3,Q9UM44
Q96BF3,P16410
Q96BF3,P62316
Q96BF3,P62318
Q96BF3,P62306
Q96BF3,P62304
Q96BF3,Q9H7M9
Q96BF3,P33681
Q96BF3,P62308
Q96BF3,Q9Y4Z0
Q96MN2,Q14457
Q96MN2,Q9ULZ3
Q96MN2,Q9UHD2
Q96MN2,O14862
Q96MN2,Q9C000
Q96NA2,P51149
Q96NA2,Q96AH8
Q96NA2,Q9BXW6
Q96NA2,O43237
Q96NA2,Q9Y6G9
Q96NA2,P35241
Q8WUJ1,P00167
P0DN86,P01215
P0DN86,P22888
P0DN86,P12081
P0DN86,P01225
Q9BY76,P06858
Q9BY76,Q6UXH0
Q9BY76,Q9Y5C1
Q9BY76,P37231
Q9BY76,P33151
Q9BY76,P05556
Q9BY76,Q16658
Q9BY76,Q07869
Q9BY76,O14944
Q9BY76,P15090
Q9BY76,P15514
Q9BY76,Q16665
Q9NPF0,P20062
Q9NPF0,Q9H3L0
Q9NPF0,Q96EY8
P24592,P01344
P24592,P05019
P24592,P08833
P24592,P35858
P24592,P17936
P24592,P01308
P24592,P08069
P24592,P24593
P24592,Q16270
Q14197,Q7Z2W9
Q14197,P52815
Q14197,O75394
Q14197,Q9H3J6
Q14197,Q8TAE8
Q14197,Q9BYC8
Q14197,Q5T653
Q14197,O60783
Q14197,Q96E11
Q14197,Q13084
Q14197,Q9BYD6
Q14197,Q96DV4
Q14197,Q8N5N7
Q14197,Q7Z7H8
Q14197,Q7Z7F7
Q14197,Q6P1L8
Q14197,Q15046
Q14197,Q86TS9
Q14197,A4D1E9
Q14197,Q9UGC7
O15392,Q96GD4
O15392,O14965
O15392,P14635
O15392,O95067
O15392,O00762
O15392,Q13257
O15392,P53350
O15392,O43683
O15392,Q96KB5
O15392,Q08050
O15392,P20248
O15392,O43663
O15392,Q15004
O15392,P04637
O15392,O95997
O15392,P04183
O15392,Q9NR28
O15392,O95229
O15392,P42574
O15392,P31350
P08779,P02538
P08779,Q04695
P08779,P02533
P08779,P13647
P08779,P31151
Q8N2G8,Q6NZI2
Q8N2G8,P51692
Q8N2G8,Q96C10
Q8N2G8,P42229
Q9BQB4,O75197
Q9BQB4,O75581
Q9BQB4,O94907
Q9BQB4,O14788
Q9BQB4,P01270
Q9BQB4,P12644
Q9BQB4,P02818
Q9BQB4,P56704
Q9BQB4,P35222
Q9BQB4,Q03431
Q9BQB4,P22004
Q9BQB4,Q9UBU2
Q9BQB4,Q13253
Q9BQB4,Q9GZV9
Q9BQB4,P18075
Q9BQB4,P50221
Q9BQB4,Q9NQ76
Q9BQB4,Q9H772
Q9BQB4,Q9UP38
Q9BQB4,P12643
P42126,O75521
P42126,P30084
P42126,P22307
P42126,P16219
P42126,P09110
P42126,Q6YN16
P42126,Q16836
P42126,Q15067
P42126,P45954
P42126,P49748
P42126,Q16698
P42126,P11310
P42126,P28330
P42126,Q99714
P42126,P13804
P42126,Q9BWD1
Q9NXV2,Q13618
Q9NXV2,Q8N5Z5
Q9NXV2,Q14681
Q9NXV2,Q8WZ19
Q9NX18,P21912
Q9NX18,A6NFY7
Q9NX18,Q5VUM1
O75355,O14638
O75355,O75354
O75355,O75356
O75355,Q8WVQ1
O75355,P17812
O75355,P55263
O75355,P23921
O75355,Q01433
O75355,Q9BZX2
O75355,Q7LG56
O75355,P49961
O75355,P07741
O75355,Q9BY32
O75355,Q9HA47
O75355,P31350
O75355,P23919
O75355,P31939
O75355,Q9Y5L3
O75355,P30520
O75355,P36959
Q13158,Q14790
Q13158,Q92851
Q13158,Q15628
Q13158,O14763
Q13158,Q13546
Q13158,P48023
Q13158,O15519
Q13158,P19438
Q13158,P25445
Q13158,O00220
Q13158,Q13490
Q13158,Q9H1Y0
Q13158,P50591
Q13158,P01375
Q13158,P78560
Q13158,Q15121
Q13158,Q13489
Q13158,P42574
Q13158,Q9Y6K9
Q13158,P58753
Q13519,P01213
Q13519,P63096
Q13519,P01189
Q13519,P01303
Q13519,P22466
Q13519,P06850
Q13519,P18440
Q13519,P20366
Q13519,P61278
Q13519,O43291
Q13519,P30872
Q13519,P01210
Q9H6X2,P58335
Q9H6X2,O75581
Q9H6X2,P04275
Q9H6X2,P35968
Q9H6X2,P09958
Q93091,O00584
Q93091,O95711
P56470,P20226
P56470,Q00403
P56470,O43175
P56470,Q9P2D1
P56470,P22234
P56470,P04637
P56470,Q12864
P56470,P17931
P56470,Q16514
P56470,Q8TBC3
P56470,P06401
P11844,P02489
Q8TE04,Q9HAB8
Q8TE04,Q96CD2
Q8TE04,Q13057
Q8TE04,O95498
Q8TE04,Q9H999
Q8TE04,O14638
Q8TE04,P02792
P16455,O75874
P16455,P29372
P16455,P00533
P16455,P54278
P16455,O15527
P16455,P43246
P16455,P53355
P16455,P04637
P16455,P18887
P16455,P09211
P16455,P38936
P16455,P60484
P01236,P16471
P01236,P01242
P01236,P41159
P01236,P01189
P01236,P10912
P01236,P01308
P01236,P20396
P01236,O60674
P01236,P01588
P01236,P01241
P01236,P40225
P01236,P09919
P01236,P26441
P01236,P00533
P01236,P51692
P01236,P42229
P01236,P01178
P01236,P01148
P01236,P05019
P01236,P01286
P62310,P62316
P62310,Q9Y4Z0
P62310,O15116
P62310,P62308
P62310,P62304
P62310,P62318
P62310,P62306
P62310,P55769
P62310,O94906
P62310,P09661
P62310,P83876
P62310,P08579
P62310,Q8TAD8
P62310,Q15427
P62310,Q9BUQ8
P62310,P55081
P62310,Q13123
P62310,O43447
P62310,P09012
P62310,Q96A72
Q92858,Q15465
Q92858,P15884
Q92858,Q99081
Q92858,Q5TA89
Q96Q83,Q9H1I8
Q96Q83,Q8N9N2
Q96Q83,Q9C0B1
Q96Q83,Q9UJA5
P51671,P02778
P51671,Q07325
P51671,P09341
P51671,O14625
P51671,P13500
P51671,P55774
P51671,P48061
P51671,P42830
P51671,Q9Y4X3
P51671,O95715
P51671,P19875
P51671,Q9Y258
P51671,P02776
P51671,P80075
P51671,P80162
P51671,P19876
P51671,P04141
P51671,Q99616
P51671,P10720
P51671,P47992
Q96MH2,O94992
Q96MH2,O60885
Q8N145,O75077
Q8N145,Q9P0K1
P12724,P10153
P12724,P05164
P12724,P20160
P12724,P08311
P12724,P08246
P12724,P03950
P12724,P13727
P12724,P05113
P12724,P31997
P12724,P17213
P12724,Q05315
O60507,Q9Y3A5
O60507,P00451
O60507,Q9NZ53
Q8TBE9,Q9NR45
Q8TBE9,Q99519
Q8TBE9,Q9Y223
Q8TBE9,Q9Y617
Q8TBE9,P21589
Q9Y534,P30153
Q02750,P27361
Q02750,P15056
Q02750,P28482
Q02750,P04049
Q02750,Q9UHA4
Q02750,P36507
Q02750,P01116
Q02750,P10398
Q02750,P01112
Q02750,P01111
Q02750,Q16539
Q02750,O15264
Q02750,P53778
Q02750,Q15759
Q02750,P30153
Q02750,P49841
Q02750,P45983
Q02750,P45984
Q02750,P31946
Q02750,P17612
O43683,Q13257
O43683,O14777
O43683,Q9Y6D9
O43683,O95067
O43683,Q96GD4
O43683,P53350
O43683,P14635
O43683,O95229
O43683,P20248
O43683,O15392
O43683,O14965
O43683,Q9UI95
O43683,Q9HBM1
O43683,Q02241
O43683,O95997
O43683,O00762
O43683,O14757
O43683,Q96KB5
O43683,Q15418
O43683,P51812
P09016,P20719
Q9BXN2,P43405
Q9BXN2,O60603
Q9BXN2,P17931
Q9BXN2,P31994
Q9BXN2,O00182
Q9BXN2,O00206
Q9BXN2,Q9H257
Q9BXN2,P11049
Q9BXN2,P33241
Q9BXN2,P12931
Q9BXN2,P16885
Q9BXN2,Q8WXI8
Q9BXN2,Q15399
Q9BXN2,O95999
Q9BXN2,Q92835
Q9BXN2,Q9UDY8
Q9BXN2,P16671
Q9BXN2,Q14790
Q9BXN2,Q03167
Q9BXN2,P01730
Q96KN1,P35221
Q96KN1,P06132
Q9Y231,Q10981
Q9Y231,Q9Y274
Q9Y231,P15291
Q9Y231,O60909
Q9Y231,Q9NY97
Q9Y231,O60512
Q9Y231,Q9C0J1
Q9Y231,Q8NFS9
Q9Y231,P21217
Q9Y231,Q11128
Q9Y231,P16442
Q9Y231,Q9BYC5
P21549,Q9UBQ7
P21549,Q86XE5
P21549,P34896
P21549,P34897
P21549,P78330
P21549,P50542
P21549,Q9UJM8
P21549,Q92831
P21549,P48728
P21549,Q92830
P21549,P14920
P21549,Q9P0Z9
P21549,P24298
P21549,Q8TD30
P21549,P50440
P21549,Q96GA7
P21549,P23434
P21549,P35520
P21549,P09622
P21549,Q14749
Q9Y2T1,P49841
Q9Y2T1,P35222
Q9Y2T1,O14641
Q9Y2T1,P49840
Q9Y2T1,O95271
Q9Y2T1,Q8N752
Q9Y2T1,Q9NTX7
Q9Y2T1,P56704
Q9Y2T1,O94907
Q9Y2T1,O75197
Q9Y2T1,Q68DV7
Q9Y2T1,P01106
Q9Y2T1,P41235
Q9Y2T1,O75581
Q9Y2T1,O75473
Q9Y2T1,P41221
Q9Y2T1,Q9HAU4
Q9Y2T1,O75084
Q9Y2T1,Q96HF1
Q9Y2T1,Q8IUQ4
O43448,Q9H3M0
O43448,Q8TDN1
Q9Y5Q6,Q8WXF3
Q9Y5Q6,P04090
Q9Y5Q6,P51460
Q9Y5Q6,Q9HBX9
Q9Y5Q6,Q9Y581
P08236,Q9UEF7
P08236,P23141
P08236,P15586
P08236,P19224
P08236,Q9HAW9
P08236,P22309
P08236,P54855
P08236,Q9Y4X1
P08236,Q12794
P08236,Q2M3T9
P08236,P14550
P08236,P15289
P08236,Q9UGB7
P08236,P15848
P08236,P34949
P08236,P04406
P08236,P22304
P08236,P00492
P08236,P11717
P08236,P20226
Q9H074,P60842
Q9H074,Q14240
Q9H074,Q13310
Q9H074,O60506
Q9H074,Q9H361
Q9H074,P06730
Q9H074,Q14103
Q9H074,Q96DU9
Q9H074,O75821
Q9H074,P23588
Q9H074,O75534
Q9H074,Q04637
Q9H074,Q09161
Q9H074,Q8IYD1
Q9BVS5,Q9UJA5
Q9BVS5,Q9UBP6
Q9BVS5,Q9UI43
Q9BVS5,Q99714
Q9BVS5,Q9Y606
Q8WTU0,Q16186
Q8WTU0,Q9NQ35
Q8WTU0,P55036
Q8WTU0,Q9UHD9
Q8WTU0,Q9NRJ3
Q7L5Y9,Q8IUR7
Q7L5Y9,Q9H7D7
Q7L5Y9,Q9NWU2
Q7L5Y9,P04004
Q7L5Y9,Q14773
Q9H819,Q92598
Q9H819,P11142
Q9H819,O43765
Q9H819,P54652
Q9UQ80,P46777
Q9UQ80,P62913
Q9UQ80,P21860
Q9UQ80,P62888
Q9UQ80,P63173
Q9UQ80,O00541
Q9UQ80,Q9UKD2
Q9UQ80,Q9BV38
Q9UQ80,P23396
Q9UQ80,P30050
Q9UQ80,P08865
Q9UQ80,O00488
Q9UQ80,P60866
Q9UQ80,P63244
Q9UQ80,P46782
Q9UQ80,P62263
Q9UQ80,P62979
Q9UQ80,P61247
Q9UQ80,P25398
Q9UQ80,P62701
Q8TAD2,Q9H293
Q8TAD2,Q9NRM6
Q8TAD2,O60674
Q8TAD2,Q6UWB1
Q8TAD2,P29597
Q8TAD2,Q96F46
Q8TAD2,P08887
Q8TAD2,Q8NAC3
Q8TAD2,Q8NFR9
Q8TAD2,Q8NFM7
Q8TAD2,Q5VWK5
Q8TAD2,Q8N6P7
Q8TAD2,P42701
Q8TAD2,Q969J5
Q8TAD2,Q6UXL0
Q8TAD2,Q08334
Q8TAD2,Q9UHF4
Q8TAD2,Q99665
Q8TAD2,Q9HBE5
Q8TAD2,P31785
Q14005,P01730
Q14005,P01583
Q14005,Q9Y4X3
Q14005,P08700
Q14005,P42574
Q14005,P01375
Q14005,Q16552
Q14005,P01584
Q14005,P13501
Q14005,Q14116
Q14005,P13500
Q14005,Q07325
Q8IUB5,Q8NEX6
Q9Y6F8,P68431
Q9Y6F8,P22307
Q9Y6F8,Q6YN16
O95968,O75556
O95968,O95969
P49755,Q15363
P49755,Q9BVK6
P49755,Q7Z7H5
P49755,Q9NZ42
P49755,P35606
P49755,Q6UXQ4
P49755,Q12907
P49755,P49257
P49755,P62820
P49755,P54802
P49755,P55735
P49755,O14579
P49755,Q8WVM8
P49755,P60468
P49755,Q9Y6B6
P49755,Q9H0U4
P49755,Q96IW7
P31153,Q9NZL9
P31153,Q00266
P31153,Q9H2M3
P31153,P17735
P31153,Q96RQ9
P31153,Q92979
P31153,P23526
P31153,P19623
P31153,P52788
P31153,P34896
P31153,P34897
P31153,P21549
P31153,Q13126
P31153,P35520
P31153,O43865
P19224,P22309
P19224,Q9HAW9
P19224,P08684
P19224,O60701
P19224,P49888
P19224,P08236
P19224,Q04828
P19224,P52895
P19224,P16152
P19224,P42330
P19224,P17516
P19224,P51857
P19224,Q9UGB7
P19224,P33261
P19224,P21964
P19224,P23141
P19224,P53004
P19224,Q13427
P19224,P08263
P19224,O75828
P48304,P05451
P48304,Q5D1E8
P48304,Q06141
P48304,Q01523
P48304,Q8NC01
Q8NBP7,P01130
Q8NBP7,P04114
Q8NBP7,P98155
Q8NBP7,P04035
Q8NBP7,Q9H4A6
Q8NBP7,Q99523
Q8NBP7,Q9H4A5
Q8NBP7,P07355
Q8NBP7,P08134
Q8NBP7,P01133
Q8NBP7,Q5SW96
Q8NBP7,Q8IXL6
Q8NBP7,Q8WTV0
Q8NBP7,P11597
Q8NBP7,P02647
Q8NBP7,Q9Y5C1
Q8NBP7,P16671
Q8NBP7,Q14108
Q8NBP7,P02656
Q8NBP7,P00533
P22303,P05067
P22303,Q9NPB8
P22303,Q9Y259
P22303,Q8TCT1
P22303,P98160
P22303,O15146
P22303,O00468
P22303,Q9UBU3
P22303,P10636
P22303,P02649
P22303,P47989
P22303,P12821
P22303,P58401
P22303,"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object"
P22303,P08174
P22303,Q96SL4
Q8WYK0,Q9NR19
Q8WYK0,P24752
Q8WYK0,Q9BWD1
Q8WYK0,P07311
Q8WYK0,P30837
Q8WYK0,P14621
Q8WYK0,P05091
Q8WYK0,P49419
Q8WYK0,P10515
Q8WYK0,Q02252
Q8WYK0,O95822
Q8WYK0,Q9NPJ3
P10153,P12724
P10153,P13727
P10153,P03950
P10153,O00584
P10153,Q9UGN4
P10153,Q05315
Q7Z4W1,P15121
Q7Z4W1,Q00796
Q7Z4W1,O60218
Q12907,Q15363
Q12907,P49755
Q12907,P49257
Q12988,P05019
Q12988,P01308
Q12988,P99999
Q12988,P10415
Q12988,P01344
Q12988,P31749
Q12988,P08238
Q12988,P07900
Q12988,Q04637
Q12988,P11142
Q12988,"ENSP
9606.ENSP00000364801    P0DMV8
9606.ENSP00000364801    P0DMV9
Name: UniProt, dtype: object"
Q12988,P49137
Q12988,P42574
Q12988,Q9UER7
Q12988,P38646
Q12988,P25685
Q12988,O14727
Q12988,P0DMV8
Q12988,O00182
Q12988,Q9UNE7
P49354,O95749
P49354,P14324
P49354,P55209
P49354,Q03426
P49354,P42574
Q96NA8,O95721
Q96NA8,O95249
Q96NA8,Q96AJ9
Q96NA8,Q9UEU0
Q96NA8,Q9NXR1
Q96NA8,P51809
Q96NA8,P54920
Q96NA8,Q9H115
Q96NA8,Q9NYM9
Q96NA8,O60499
Q96NA8,O43752
Q96NA8,Q9UNK0
Q96NA8,O00161
P20396,P01236
P20396,Q9NXJ5
P20396,P30990
P20396,P01189
P20396,P01148
P20396,P06850
P20396,P01286
P20396,P07492
P20396,P48147
P20396,Q9UBU3
P20396,P61278
P20396,P01178
P20396,P16473
P20396,P01303
P20396,Q16568
P20396,O00253
P20396,P06307
P20396,P05543
P20396,P41159
P20396,P10828
Q8N4T8,Q92506
Q8N4T8,Q9NWU1
Q8N4T8,P49327
Q8N4T8,Q9UH03
O15263,P60022
O15263,O00206
O15263,Q8WTQ1
O15263,P81534
O15263,P59665
O15263,P49913
O15263,P31151
O15263,Q01523
O15263,P59666
O15263,Q8N104
O15263,Q08648
O15263,O60603
O15263,Q9GZX6
O15263,Q8NET1
O15263,P02788
O15263,Q8IZN7
O15263,P02042
Q8IV38,Q9H9G7
Q9BW91,Q9UKK9
Q9BW91,P11908
Q9BW91,P60891
Q9BW91,Q96G03
Q9BW91,O95848
Q9BW91,Q9BQG2
Q9NYR9,P25963
Q9NYR9,Q15653
Q9Y5N5,Q9UI30
Q9Y5N5,P36551
Q9Y5N5,Q9UGC7
Q9Y5N5,Q9H3J6
Q9Y5N5,P43490
Q14114,P02649
Q14114,P78509
Q14114,P98155
Q14114,P02749
Q14114,Q9HCB6
Q14114,Q15036
Q14114,P10909
Q14114,O00213
Q14114,P30533
Q14114,P05067
Q14114,P78352
Q14114,P04114
Q14114,P07996
Q14114,P27348
Q14114,P10636
Q14114,O00468
P30304,O14757
P30304,P24941
P30304,O96017
P30304,P14635
P30304,P24864
P30304,P53350
P30304,O95067
P30304,P01106
P30304,P30305
P30304,Q08050
P30304,P20248
P30304,P78396
P30304,Q13616
P30304,P63208
P30304,P04637
P30304,P38936
P30304,P46527
P30304,P62258
P30304,P31946
P30304,P61244
P51965,P22314
P51965,P19474
P51965,Q969T4
P51965,P41226
P51965,Q9UM13
P51965,P05161
P51965,Q16763
P51965,Q9UJX3
P51965,Q05086
P51965,O00762
P51965,P51668
P51965,P40818
P51965,Q92519
P51965,Q9UNE7
P51965,P62979
P51965,Q13404
P51965,A0AVT1
P51965,Q8TBC4
P51965,Q96J02
P51965,Q15819
Q08752,P07900
Q08752,P08238
Q08752,Q15185
Q08752,P31948
Q08752,P48047
Q08752,Q12983
Q08752,P30405
Q08752,O95433
Q08752,P10415
Q08752,Q02790
Q08752,P04637
Q08752,P62937
Q08752,Q16543
Q08752,P25685
Q08752,P11142
Q08752,P05067
Q08752,Q13451
Q08752,Q9UL18
Q08752,P63244
P06213,P18031
P06213,P01308
P06213,P05019
P06213,P08069
P06213,Q14449
P06213,P29353
P06213,P01344
P06213,P27986
P06213,P62993
P06213,P14616
P06213,Q13322
P06213,O14543
P06213,Q06124
P06213,P01133
P06213,O14530
P06213,Q13480
P06213,P22681
P06213,P21583
P06213,P98077
P06213,Q9UEF7
Q6IBS0,P06396
Q6IBS0,Q9H6S3
Q6IBS0,B1AK53
Q6IBS0,Q01518
Q6IBS0,P47756
Q6IBS0,O14936
Q6IBS0,P52907
Q6IBS0,Q9NYL9
Q6IBS0,P35241
Q6IBS0,P23528
Q6IBS0,Q8NHR9
Q6IBS0,Q9Y281
Q6IBS0,Q9NZQ9
Q6IBS0,Q9Y6U3
Q12979,P61586
Q8WU39,Q02223
Q8WU39,P01591
Q8WU39,Q16633
Q8WU39,P11912
Q8WU39,Q15084
Q8WU39,P11021
Q8WU39,P15814
Q8WU39,Q8IXB1
Q6GPI1,P01011
Q6GPI1,P01009
Q6GPI1,P17538
Q6GPI1,P15085
Q6GPI1,P04118
Q6GPI1,P15086
Q6GPI1,P19835
Q6GPI1,P00995
Q6GPI1,P01023
Q6GPI1,P07477
Q6GPI1,P16233
Q6GPI1,P04746
Q6GPI1,P04745
Q6GPI1,P19961
Q6GPI1,P20742
Q6GPI1,P40313
Q6GPI1,P02768
Q6GPI1,A8K2U0
Q6GPI1,P35030
Q6GPI1,P03973
Q9NSY2,Q9UKL6
Q9H422,P04637
Q9H422,Q8WWW0
Q9H422,Q13158
Q9H422,P31943
Q9H422,P62995
P49773,P10619
P49773,P17661
P49773,P49789
P49773,P23141
P60763,Q92608
P60763,O96013
P60763,P15498
P60763,Q92556
P60763,P15153
P60763,O75962
P60763,Q9UQB8
P60763,Q9UIW2
P60763,O00401
P60763,O75914
P60763,Q9P286
P60763,Q9NQU5
P60763,P60953
P60763,Q14155
P60763,P41743
P60763,P42684
P60763,Q9UKW4
P60763,P61586
P60763,P12931
P60763,Q05513
Q96NW4,Q13637
Q96NW4,P51809
Q96NW4,Q9UBQ0
Q96NW4,Q9UL25
Q96NW4,P57729
Q8WXC3,Q9ULZ3
Q8WXC3,Q9C000
Q8WXC3,O14862
Q8WXC3,Q6P9F5
Q8WXC3,Q9Y6K9
Q8WXC3,Q8IUD2
O75817,P78346
O75817,Q9BUL9
O75817,O75818
O75817,Q8N5L8
O75817,Q99714
O75817,Q15633
O75817,Q9UKV8
O75817,Q9NX24
O75817,Q08211
O75817,O75569
O75817,P55769
O75817,Q9UL18
O75817,O75460
O75817,Q9H9G7
Q96EU7,Q9NSC7
Q96EU7,Q6ZMB0
Q96EU7,Q02742
Q96EU7,Q11201
Q96EU7,Q9P109
Q96EU7,Q16842
Q96EU7,Q10471
Q96EU7,Q10472
Q96EU7,Q14435
Q96EU7,Q8N4A0
Q96EU7,Q8NCW6
Q96EU7,Q86SR1
Q96EU7,Q9HCQ5
Q96EU7,Q9UJ37
Q96EU7,P15941
Q96EU7,Q8N428
Q969Q5,P50395
Q969Q5,P31150
P02461,P02452
P02461,P51884
P02461,P20908
P02461,Q15063
P02461,P17301
P02461,Q15113
P02461,P12111
P02461,P05556
P02461,Q9HCN6
P02461,P07585
P02461,P02751
P02461,P12109
P02461,P09486
P02461,P12110
P02461,P21810
P02461,P50454
P02461,P02458
P02461,P13942
P02461,Q16832
P02461,P13497
Q8NCW0,O94907
Q8NCW0,Q96DZ1
Q8NCW0,O75581
Q8NCW0,O75197
Q8NCW0,Q9UBU2
Q8NCW0,Q9UBT3
Q8NCW0,Q96MU8
Q8NCW0,Q2MKA7
Q8NCW0,Q9UBP4
Q9UNH6,O95219
Q9UNH6,Q6QNY1
Q9UNH6,Q9UBQ0
P52888,P01042
P52888,P48147
P52888,O43752
Q6ZW76,Q8TDX7
P49327,P53396
P49327,Q9NRN7
P49327,Q9NWU1
P49327,Q92506
P49327,Q8N4T8
P49327,O75390
P49327,Q9NV23
P49327,O95822
P49327,P10515
P49327,P37231
P49327,Q01581
P49327,Q15067
P49327,P04035
P49327,P13716
P49327,P49748
P49327,Q07869
P49327,O15503
P49327,P55055
P49327,Q9NR19
P49327,Q96AD5
Q9H6L5,O95166
Q9H6L5,P60520
Q9H6L5,Q9H4A3
Q9H6L5,Q9H0R8
Q9H6L5,Q9GZQ8
Q9H6L5,Q9ULG6
Q9H6L5,Q6DD88
Q9H6L5,P27824
Q9H6L5,Q9UQ80
Q9H6L5,Q08708
Q9H6L5,Q9H492
Q9H6L5,Q14596
P35221,P35222
P35221,P18206
P35221,P12830
P35221,P14923
P35221,P19022
P35221,Q07157
P35221,Q12864
P35221,P26232
P35221,P12814
P35221,P33151
P35221,Q9UI47
P35221,P61981
P35221,O43707
P35221,P22223
P35221,Q04917
P35221,P63104
P35221,P62258
P35221,P27348
P35221,P31946
P35221,P55291
Q96EK4,Q8WY91
Q96EK4,Q9H0W7
Q6UWW8,P10768
Q6UWW8,Q96RJ3
P58743,O75976
P58743,P13569
P23919,P04818
P23919,O00142
P23919,P32321
P23919,P33316
P23919,O00746
P23919,P23921
P23919,P04183
P23919,Q9NPB1
P23919,P15531
P23919,P22392
P23919,P31350
P23919,P30085
P23919,Q8TCD5
P23919,Q9Y5B8
P23919,Q7LG56
P23919,Q9H0P0
P23919,P21589
P23919,P49902
P23919,O75355
P23919,P49961
P22309,P19224
P22309,Q9HAW9
P22309,P08684
P22309,O60701
P22309,P49888
P22309,P08236
P22309,P53004
P22309,Q04828
P22309,P52895
P22309,P17516
P22309,P16152
P22309,P42330
P22309,P51857
P22309,Q9UGB7
P22309,P21964
P22309,P23141
P22309,P33261
P22309,Q13427
P22309,P08263
P22309,P51580
Q8WVJ2,Q9Y266
Q8WVJ2,Q8IVD9
P35225,P78552
P35225,P24394
P35225,P05112
P35225,P05113
P35225,P42226
P35225,P01579
P35225,P01375
P35225,P05231
P35225,P01584
P35225,P22301
P35225,P15248
P35225,P51671
P35225,P01583
P35225,P10145
P35225,Q16552
P35225,P04141
P35225,P60568
P35225,P13500
P35225,P31785
P35225,P01730
Q6X4U4,O75197
Q6X4U4,P12644
Q6X4U4,P18075
Q96GX1,Q9BPU9
Q96GX1,Q96Q45
Q8WZ75,O75094
Q8WZ75,O94813
Q8WZ75,O75093
Q8WZ75,Q8IZJ1
Q8WZ75,Q9H8L6
Q8WZ75,Q9Y6N7
Q8WZ75,P33151
Q9UQ74,P11464
Q9UQ74,Q16557
Q9UNK0,Q9UEU0
Q9UNK0,Q9BV40
Q9UNK0,O15400
Q9UNK0,P51809
Q9UNK0,Q96AJ9
Q9UNK0,Q86Y82
Q9UNK0,Q13277
Q9UNK0,P54920
Q9UNK0,O75379
Q9UNK0,Q12846
Q9UNK0,O95721
Q9UNK0,Q9P2W9
Q9UNK0,O43752
Q9UNK0,Q15836
Q9UNK0,Q16623
Q9UNK0,Q99747
Q9UNK0,P56962
Q9UNK0,P63027
Q9UNK0,O95249
Q9UNK0,O60499
Q8NFZ4,P58401
Q8NFZ4,"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object"
Q8NFZ4,P78352
Q8NFZ4,Q8NFP4
Q8NFZ4,"ENSP
9606.ENSP00000489551    Q9HDB5
9606.ENSP00000489551    Q9Y4C0
Name: UniProt, dtype: object"
Q8NFZ4,Q9NQX3
Q8NFZ4,Q9BYB0
Q8NFZ4,Q92796
